match_id,frame,timestamp_s,track_id,name,team,pitch_x,pitch_y,speed_ms,speed_kmh,acceleration,bbox_x1,bbox_y1,bbox_x2,bbox_y2
match_002,13,0.013,3,player,,46.143,10.366,1.707,6.146,-0.002,711,337,733,376
match_002,13,0.013,4,player,,53.57,23.312,1.5,5.401,-182.114,827,367,852,408
match_002,13,0.013,5,player,,75.417,26.441,0.0,0.0,-36.314,1202,368,1228,414
match_002,13,0.013,7,player,,28.453,5.713,13.668,49.206,-26.656,463,333,485,368
match_002,13,0.013,8,player,,28.886,24.099,8.559,30.813,-78.191,410,372,435,414
match_002,13,0.013,10,player,,76.563,11.112,11.331,40.79,-9.955,1156,331,1181,374
match_002,13,0.013,13,player,,54.61,5.698,1.783,6.417,-275.215,833,331,853,365
match_002,13,0.013,14,player,,27.378,22.671,9.049,32.577,-66.496,392,366,413,410
match_002,13,0.013,15,player,,60.235,11.566,0.0,0.0,-554.562,919,340,941,377
match_002,13,0.013,16,player,,80.114,13.07,1.666,5.997,-511.965,1216,339,1240,378
match_002,13,0.013,17,player,,65.288,11.838,1.685,6.066,-791.328,994,340,1016,377
match_002,13,0.013,18,player,,39.035,17.063,0.0,0.0,-119.956,594,357,621,393
match_002,13,0.013,20,player,,57.879,7.796,3.498,12.593,-222.641,879,331,904,369
match_002,14,0.014,1,player,,55.995,29.572,8.133,29.28,203.335,875,385,900,427
match_002,14,0.014,2,player,,38.409,39.593,1.237,4.454,0.005,534,422,558,468
match_002,14,0.014,3,player,,46.293,10.817,11.895,42.82,254.679,713,339,736,377
match_002,14,0.014,4,player,,53.51,23.309,1.5,5.401,0.0,827,368,850,408
match_002,14,0.014,5,player,,75.325,26.765,8.409,30.274,210.235,1202,368,1229,415
match_002,14,0.014,7,player,,28.686,6.202,13.549,48.777,-2.98,464,333,488,369
match_002,14,0.014,8,player,,29.124,24.111,5.941,21.386,-65.464,413,372,440,414
match_002,14,0.014,10,player,,76.698,11.119,3.394,12.217,-198.429,1159,332,1182,374
match_002,14,0.014,13,player,,54.707,6.671,24.456,88.04,566.829,835,331,855,367
match_002,14,0.014,14,player,,27.819,23.035,14.303,51.491,131.349,397,366,420,411
match_002,14,0.014,15,player,,60.302,11.57,1.689,6.079,42.218,920,339,942,377
match_002,14,0.014,16,player,,79.988,13.496,11.098,39.953,235.805,1217,340,1240,379
match_002,14,0.014,17,player,,65.158,12.703,21.865,78.713,504.497,994,340,1017,379
match_002,14,0.014,18,player,,39.227,17.073,4.798,17.272,119.944,596,357,624,393
match_002,14,0.014,20,player,,57.775,7.317,12.255,44.119,218.935,877,330,902,368
match_002,14,0.014,22,player,,69.042,0.329,0.0,0.0,0.0,1024,313,1041,353
match_002,15,0.015,1,player,,55.995,29.572,0.0,0.0,-203.335,874,385,900,427
match_002,15,0.015,2,player,,38.409,39.593,0.0,0.0,-30.933,535,423,558,468
match_002,15,0.015,3,player,,46.374,11.262,11.286,40.631,-15.202,714,339,737,378
match_002,15,0.015,4,player,,53.496,23.652,8.603,30.97,177.561,828,369,848,409
match_002,15,0.015,5,player,,75.44,26.771,2.895,10.421,-137.869,1204,369,1230,415
